,Id,name,Function,Best-hit-arabi-name,arabi-symbol,arabi-defline,GO term
2601,GRMZM2G305311,,,,,,
2602,GRMZM2G180889,,(M=8) PF06964 - Alpha-L-arabinofuranosidase C-terminus,AT3G10740.1,"ARAF,ARAF1,ASD1,ATASD1",alpha-L-arabinofuranosidase 1,"GO:0046556,GO:0046373"
2603,AF546187.1_FG001,az19D1,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
2604,GRMZM2G132489,,(M=23) PTHR23023:SF5 - MONOOXYGENASE,AT1G04610.1,YUC3,YUCCA 3,"GO:0004497,GO:0009742,GO:0009684,GO:0009414,GO:0055114"
2605,GRMZM5G816552,,,,,,
2606,GRMZM2G132509,,(M=4) PTHR13683:SF100 - BASIC 7S GLOBULIN-RELATED,AT1G03230.1,,Eukaryotic aspartyl protease family protein,"GO:0006508,GO:0004190,GO:0045493"
2607,GRMZM2G092167,,,AT1G07060.1,,,
2608,GRMZM2G108643,,(M=1) PTHR14413//PTHR14413:SF9 - RIBOSOMAL PROTEIN L17 // SUBFAMILY NOT NAMED,AT3G54210.1,,Ribosomal protein L17 family protein,"GO:0009941,GO:0005840,GO:0009570,GO:0003735,GO:0005622,GO:0006412,GO:0009507"
2609,GRMZM2G132682,,(M=5) PTHR10666//PTHR10666:SF85 - UBIQUITIN ,AT5G14360.1,,Ubiquitin-like superfamily protein,GO:0005515
2610,GRMZM2G132763,,(M=2) PTHR24420//PTHR24420:SF788 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT1G17750.1,"AtPEPR2,PEPR2",PEP1 receptor 2,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524"
2611,GRMZM2G040511,,(M=17) PTHR10566:SF10 - ABC1 FAMILY PROTEIN KINASE,AT5G64940.1,"ATATH13,ATH13,ATOSA1,OSA1",ABC2 homolog 13,"GO:0016772,GO:0009941,GO:0009507"
2612,GRMZM2G154216,,(M=110) PF02458 - Transferase family,AT5G17540.1,,HXXXD-type acyl-transferase family protein,GO:0016747
2613,GRMZM2G069772,,(M=3) 1.1.1.205 - IMP dehydrogenase.,AT1G16350.1,,Aldolase-type TIM barrel family protein,"GO:0006177,GO:0003938,GO:0005515,GO:0006164,GO:0046872,GO:0055114,GO:0016491"
2614,GRMZM2G107570,,,AT5G45690.1,,Protein of unknown function (DUF1264),
2615,GRMZM2G132995,,,AT5G52450.1,,MATE efflux family protein,"GO:0006855,GO:0009624,GO:0015297,GO:0015238,GO:0005886"
2616,GRMZM2G079491,,"(M=42) PF04578 - Protein of unknown function, DUF594",,,,
2617,GRMZM2G133097,,,AT1G16070.2,"AtTLP8,TLP8",tubby like protein 8,
2618,GRMZM2G456059,,(M=8) PTHR24362 - SERINE/THREONINE-PROTEIN KINASE NEK,AT1G54510.2,"ATNEK1,NEK1",NIMA-related serine/threonine kinase 1,"GO:0004674,GO:0006468,GO:0016772,GO:0005524"
2619,GRMZM2G133168,ereb103,(M=224) PF00847 - AP2 domain,AT5G11590.1,TINY2,Integrase-type DNA-binding superfamily protein,"GO:0003700,GO:0006355"
2620,GRMZM2G133291,,,AT3G11600.1,,,
2621,GRMZM2G308687,,"(M=3) PTHR11260//PTHR11260:SF54 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED",AT1G17180.1,"ATGSTU25,GSTU25",glutathione S-transferase TAU 25,"GO:0004364,GO:0080167,GO:0009570,GO:0009635,GO:0048046,GO:0046686,GO:0016740,GO:0005515,GO:0006749,GO:0005886,GO:0009409,GO:0042631,GO:0043295,GO:0006979,GO:0009507"
2622,GRMZM2G133331,fea4,,AT1G68640.1,PAN,bZIP transcription factor family protein,"GO:0003700,GO:0006355,GO:0009909,GO:0043565"
2623,GRMZM2G133413,,,AT5G10440.1,CYCD4;2,cyclin d4;2,GO:0005634
2624,GRMZM2G169943,,(M=19) PTHR11732:SF34 - ALDO-KETO REDUCTASE,AT5G01670.1,,NAD(P)-linked oxidoreductase superfamily protein,"GO:0055114,GO:0016491"
2625,GRMZM2G034206,,(M=2) PTHR11214:SF60 - OS02G0511600 PROTEIN,AT4G24972.1,TPD1,tapetum determinant 1,
2626,GRMZM2G360907,,"(M=12) PTHR12537:SF12 - PUMILIO 1, 2",AT2G29140.1,"APUM3,PUM3",pumilio 3,"GO:0003723,GO:0005488"
2627,GRMZM2G133568,,"(M=8) PTHR11945:SF96 - AGL21 (AGAMOUS-LIKE 21), TRANSCRIPTION FACTOR",AT3G57230.1,AGL16,AGAMOUS-like 16,"GO:0003700,GO:0005634,GO:0010440,GO:0006355,GO:0008134,GO:0042803"
2628,GRMZM2G133718,,(M=5) 4.1.2.11 - Hydroxymandelonitrile lyase.,AT2G35770.1,scpl28,serine carboxypeptidase-like 28,"GO:0005773,GO:0006508,GO:0004185"
2629,GRMZM2G100714,,(M=12) KOG4302 - Microtubule-associated protein essential for anaphase spindle elongation,AT1G14690.1,MAP65-7,microtubule-associated protein 65-7,"GO:0000910,GO:0009524,GO:0009536,GO:0008017,GO:0009574,GO:0005739,GO:0000226"
2630,GRMZM2G310569,,(M=6) PF00023//PF00027//PF00520//PF11834 - Ankyrin repeat // Cyclic nucleotide-binding domain // Ion transport protein // Domain of unknown function (DUF3354),AT3G02850.1,SKOR,STELAR K+ outward rectifier,"GO:0016021,GO:0009414,GO:0009753,GO:0006813,GO:0005216,GO:0016020,GO:0055085,GO:0005515,GO:0009409,GO:0009737,GO:0005634,GO:0006811,GO:0015271"
2631,GRMZM2G134020,,(M=6) PF04588 - Hypoxia induced protein conserved region,AT5G27760.1,,Hypoxia-responsive family protein,"GO:0016021,GO:0016020"
2632,GRMZM2G458494,,(M=10) PTHR21576//PTHR21576:SF8 - UNCHARACTERIZED NODULIN-LIKE PROTEIN // SUBFAMILY NOT NAMED,AT2G39210.1,,Major facilitator superfamily protein,
2633,GRMZM2G146644,cko1,(M=12) PTHR13878//PTHR13878:SF19 - GULONOLACTONE OXIDASE // SUBFAMILY NOT NAMED,AT1G75450.2,"ATCKX5,ATCKX6,CKX5",cytokinin oxidase 5,"GO:0008762,GO:0050660,GO:0016614,GO:0019139,GO:0009690,GO:0055114"
2634,GRMZM2G048910,myb106,"(M=110) KOG0048 - Transcription factor, Myb superfamily",AT5G16600.1,"AtMYB43,MYB43",myb domain protein 43,"GO:0005634,GO:0003682,GO:0003677"
2635,GRMZM2G471357,,(M=128) 1.11.1.7 - Peroxidase.,AT5G05340.1,,Peroxidase superfamily protein,"GO:0020037,GO:0006979,GO:0046872,GO:0004601,GO:0055114,GO:0016491"
2636,GRMZM2G134178,,(M=115) PTHR22835:SF39 - LATERAL SIGNALING TARGET PROTEIN 2,AT1G33811.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,"GO:0006629,GO:0016788"
2637,GRMZM2G033915,,(M=29) PF08879 - WRC,AT2G42040.1,,,GO:0005515
2638,GRMZM2G134219,,(M=1) PTHR10795//PTHR10795:SF89 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN ,AT1G71950.1,,"Proteinase inhibitor, propeptide","GO:0004252,GO:0043086,GO:0042802"
2639,GRMZM2G035202,,,AT5G59770.1,,"Protein-tyrosine phosphatase-like, PTPLA",
2640,GRMZM5G849149,,,AT1G16520.1,,,GO:0005886
2641,GRMZM2G134306,,(M=44) PTHR10593 - SERINE/THREONINE-PROTEIN KINASE RIO,AT3G57670.1,"NTT,WIP2",C2H2-type zinc finger family protein,
2642,GRMZM2G134325,,(M=3) K05576 - NAD(P)H-quinone oxidoreductase subunit 4L,ATCG01070.1,,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,"GO:0016651,GO:0055114,GO:0042773"
2643,GRMZM2G043887,,,AT1G08630.1,THA1,threonine aldolase 1,"GO:0006567,GO:0016829,GO:0006520,GO:0030170,GO:0004793"
2644,GRMZM2G088365,az22z5,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
2645,GRMZM2G079913,,(M=21) PF00069//PF01657 - Protein kinase domain // Salt stress response/antifungal,AT4G21410.1,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,"GO:0006468,GO:0000166,GO:0004674,GO:0005524"
2646,GRMZM2G353729,,,AT4G12680.1,,,GO:0010228
2647,GRMZM2G037308,,(M=5) PTHR24420//PTHR24420:SF449 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT4G32000.2,,Protein kinase superfamily protein,"GO:0004674,GO:0006468,GO:0016772,GO:0005524"
2648,GRMZM2G134888,,(M=11) PTHR22950//PTHR22950:SF9 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED,AT2G39130.1,,Transmembrane amino acid transporter family protein,"GO:0016021,GO:0016020"
2649,GRMZM2G134947,px13,(M=128) 1.11.1.7 - Peroxidase.,AT5G19890.1,,Peroxidase superfamily protein,"GO:0005737,GO:0020037,GO:0005634,GO:0006979,GO:0004601,GO:0055114"
2650,GRMZM2G071450,,,AT1G76100.1,PETE1,plastocyanin 1,"GO:0009579,GO:0046688,GO:0055035,GO:0009570,GO:0031977,GO:0009543,GO:0055070,GO:0009411,GO:0009055,GO:0017148,GO:0042221,GO:0005507,GO:0009507"
2651,GRMZM2G135002,,(M=9) PTHR22844:SF91 - OS05G0172500 PROTEIN,AT5G07610.1,,F-box family protein,GO:0005515
2652,GRMZM2G148216,,,AT2G44680.1,CKB4,casein kinase II  beta subunit 4,"GO:0045859,GO:0005956,GO:0019887"
2653,GRMZM2G059620,,,,,,GO:0045735
2654,GRMZM2G135291,,(M=36) PF03169 - OPT oligopeptide transporter protein,AT5G53550.2,"ATYSL3,YSL3",YELLOW STRIPE like 3,GO:0055085
2655,GRMZM2G141289,,(M=7) K00026 - malate dehydrogenase,AT3G47520.1,MDH,malate dehydrogenase,"GO:0044262,GO:0030060,GO:0006108,GO:0055114,GO:0016491"
2656,GRMZM2G135367,,(M=23) PTHR10168:SF44 - GLUTAREDOXIN DOMAIN-CONTAINING CYSTEINE-RICH PROTEIN 1,AT5G58530.1,,Glutaredoxin family protein,"GO:0045454,GO:0015035,GO:0009055"
2657,GRMZM2G360523,arr4,(M=13) PTHR26402//PTHR26402:SF38 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM ,AT2G25180.1,"ARR12,RR12",response regulator 12,"GO:0000160,GO:0000156,GO:0006355,GO:0003677,GO:0035556,GO:0003682"
2658,GRMZM2G002918,,(M=4) PTHR15137 - TRANSCRIPTION INITIATION FACTOR TFIID,AT1G73960.1,TAF2,TBP-associated factor 2,
2659,GRMZM2G061684,,(M=2) KOG1718 - Dual specificity phosphatase,AT5G23720.3,PHS1,dual specificity protein phosphatase family protein,"GO:0016787,GO:0016791,GO:0008138,GO:0004725,GO:0005622,GO:0016773,GO:0008270,GO:0035335"
2660,GRMZM2G022997,,(M=3) PF00328 - Histidine phosphatase superfamily (branch 2),AT5G15070.1,,Phosphoglycerate mutase-like family protein,GO:0003993
2661,GRMZM2G135674,,(M=2) PF02386 - Cation transport protein,AT4G10310.1,"ATHKT1,HKT1",high-affinity K+ transporter 1,"GO:0006812,GO:0008324,GO:0055085"
2662,GRMZM2G135706,,(M=1) PF00514//PF04752 - Armadillo/beta-catenin-like repeat // ChaC-like protein,AT3G03440.1,,ARM repeat superfamily protein,GO:0005515
2663,GRMZM2G135713,,(M=35) PTHR22849 - WDSAM1 PROTEIN,AT2G35930.1,PUB23,plant U-box 23,"GO:0016567,GO:0004842,GO:0000151,GO:0005515"
2664,GRMZM2G098460,,,AT5G43260.1,,chaperone protein dnaJ-related,
2665,GRMZM2G135913,,,AT4G08290.1,,nodulin MtN21 /EamA-like transporter family protein,GO:0016020
2666,GRMZM2G133018,,,AT2G17710.1,,,
2667,GRMZM2G014558,,(M=16) PTHR13301//PTHR13301:SF23 - X-BOX TRANSCRIPTION FACTOR-RELATED ,AT1G55850.1,"ATCSLE1,CSLE1",cellulose synthase like E1,"GO:0005783,GO:0016021,GO:0030244,GO:0016760,GO:0016757,GO:0005886"
2668,GRMZM2G051793,myb45,(M=21) PTHR10641:SF30 - MYB DNA BINDING / TRANSCRIPTION FACTOR,AT3G18100.1,"AtMYB4R1,MYB4R1",myb domain protein 4r1,"GO:0003682,GO:0003677"
2669,GRMZM2G136100,,,,,,
2670,GRMZM2G052606,myb109,(M=184) PTHR10641 - MYB-LIKE DNA-BINDING PROTEIN MYB,AT5G12870.1,"ATMYB46,MYB46",myb domain protein 46,"GO:0009834,GO:0050832,GO:0045893,GO:0003677,GO:1901348,GO:0009751,GO:0003682,GO:2000652"
2671,GRMZM2G425798,ereb149,(M=224) PF00847 - AP2 domain,,,,"GO:0003700,GO:0006355,GO:0005634"
2672,GRMZM2G136347,,(M=6) 1.13.11.19 - Cysteamine dioxygenase.,AT5G15120.1,,Protein of unknown function (DUF1637),"GO:0055114,GO:0047800"
2673,GRMZM2G136353,,(M=3) PTHR24420//PTHR24420:SF884 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT1G28440.1,HSL1,HAESA-like 1,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524"
2674,GRMZM2G164814,,(M=74) PTHR22950 - AMINO ACID TRANSPORTER,AT5G09220.1,AAP2,amino acid permease 2,"GO:0016021,GO:0016020"
2675,GRMZM2G137535,,,AT4G16260.1,,Glycosyl hydrolase superfamily protein,"GO:0009617,GO:0005975,GO:0005618,GO:0009817,GO:0005886,GO:0048046,GO:0008152,GO:0005773,GO:0009409,GO:0009651,GO:0004553"
2676,GRMZM2G317406,mgs1,(M=31) PF01190 - Pollen proteins Ole e I like,AT4G08685.1,SAH7,Pollen Ole e 1 allergen and extensin family protein,GO:0005615
2677,GRMZM2G136523,,(M=12) PTHR21576//PTHR21576:SF16 - UNCHARACTERIZED NODULIN-LIKE PROTEIN ,AT3G01930.2,,Major facilitator superfamily protein,
2678,GRMZM2G136559,emb18,(M=5) PF01632 - Ribosomal protein L35,AT2G24090.1,,Ribosomal protein L35,"GO:0005840,GO:0003735,GO:0005622,GO:0006412,GO:0009507"
2679,GRMZM2G446047,,(M=1) PTHR21726:SF3 - GB DEF: HYPOTHETICAL PROTEIN T1E22_150,AT5G02390.1,,Protein of unknown function (DUF3741),
2680,GRMZM2G120076,,,AT5G46740.1,UBP21,ubiquitin-specific protease 21,"GO:0006511,GO:0004221"
2681,GRMZM2G136571,,"(M=4) PTHR10992:SF217 - HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN",AT4G24140.1,,alpha/beta-Hydrolases superfamily protein,"GO:0008270,GO:0005622"
2682,GRMZM2G149422,,(M=12) PF04674 - Phosphate-induced protein 1 conserved region,AT4G08950.1,EXO,Phosphate-responsive 1 family protein,
2683,GRMZM2G103342,,(M=128) 1.11.1.7 - Peroxidase.,AT1G71695.1,,Peroxidase superfamily protein,"GO:0020037,GO:0016020,GO:0004601,GO:0055114,GO:0006979,GO:0009505,GO:0009506"
2684,GRMZM2G120182,,(M=3) PTHR22814:SF43 - OS07G0606900 PROTEIN,,,,
2685,GRMZM2G136926,,,,,,
2686,GRMZM2G137064,,(M=574) PF01535 - PPR repeat,AT1G01970.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,
2687,GRMZM2G479906,,(M=20) PF08370 - Plant PDR ABC transporter associated,AT4G15230.1,"ATPDR2,PDR2",pleiotropic drug resistance 2,"GO:0016020,GO:0016887,GO:0005524,GO:0000166"
2688,GRMZM2G110579,gras10,(M=99) PF03514 - GRAS domain family,AT4G00150.1,"ATHAM3,HAM3",GRAS family transcription factor,GO:0006355
2689,GRMZM2G137168,,,,,,
2690,GRMZM2G404459,zpl2a,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
2691,GRMZM2G137293,,(M=3) PTHR10438//PTHR10438:SF76 - THIOREDOXIN // SUBFAMILY NOT NAMED,AT5G06690.2,WCRKC1,WCRKC thioredoxin 1,
2692,GRMZM2G062527,,,,,,
2693,GRMZM2G137440,,(M=22) PTHR10579 - CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR,AT3G54780.1,,Zinc finger (C3HC4-type RING finger) family protein,GO:0005515
2694,GRMZM2G137532,bzip82,(M=13) PTHR22952//PTHR22952:SF60 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,AT5G15830.1,"AtbZIP3,bZIP3",basic leucine-zipper 3,"GO:0003700,GO:0043565,GO:0006355"
2695,GRMZM2G019373,,,AT5G09530.1,,hydroxyproline-rich glycoprotein family protein,
2696,GRMZM2G048553,,,AT5G60760.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,
2697,GRMZM2G137861,,(M=48) PTHR24420//PTHR24420:SF444 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT1G21270.1,WAK2,wall-associated kinase 2,"GO:0006468,GO:0016772,GO:0030247,GO:0004674,GO:0005524"
2698,GRMZM2G163776,,,AT5G66800.1,,,
2699,GRMZM2G137869,ofp37,"(M=43) PF04844 - Transcriptional repressor, ovate",AT2G36026.1,,Ovate family protein,
2700,GRMZM2G326235,,,,,,
2701,GRMZM2G137964,,,,,,
2702,GRMZM2G142918,,,,,,"GO:0006508,GO:0004190"
2703,GRMZM2G445575,bzip113,,AT5G10030.2,"OBF4,TGA4",TGACG motif-binding factor 4,"GO:0043565,GO:0003700,GO:0009862,GO:0006355,GO:0042742,GO:0009409"
2704,GRMZM2G437859,,,AT2G34190.1,,Xanthine/uracil permease family protein,"GO:0005215,GO:0016020,GO:0055085"
2705,GRMZM5G848747,,(M=87) PTHR13683:SF98 - CHLOROPLAST NUCLEIOD DNA-BINDING-RELATED,AT2G03200.1,,Eukaryotic aspartyl protease family protein,"GO:0006508,GO:0008233,GO:0004190"
2706,GRMZM2G138427,myb17,"(M=110) KOG0048 - Transcription factor, Myb superfamily",AT4G12350.1,"AtMYB42,MYB42",myb domain protein 42,"GO:0005634,GO:0003682,GO:0003677"
2707,AC210050.3_FG006,,,AT3G43590.1,,zinc knuckle (CCHC-type) family protein,"GO:0008270,GO:0003676"
2708,GRMZM2G138454,,(M=2) PTHR11752:SF4 - ATP-DEPENDENT DNA HELICASE MER3,,,,"GO:0016758,GO:0005975,GO:0030259"
2709,GRMZM2G138526,,,,,,
2710,GRMZM2G138683,wrky11,(M=128) PF03106 - WRKY DNA -binding domain,AT1G30650.1,"AR411,ATWRKY14,WRKY14",WRKY DNA-binding protein 14,"GO:0003700,GO:0006355,GO:0043565"
2711,GRMZM2G138710,,(M=3) PTHR10366//PTHR10366:SF164 - NAD DEPENDENT EPIMERASE/DEHYDRATASE ,AT4G24220.1,"AWI31,VEP1",NAD(P)-binding Rossmann-fold superfamily protein,
2712,GRMZM2G311182,,,AT4G02280.1,"ATSUS3,SUS3",sucrose synthase 3,"GO:0001666,GO:0005829,GO:0005982,GO:0005985,GO:0010555,GO:0009058,GO:0009414,GO:0010431,GO:0009505"
2713,GRMZM2G346897,az22z4,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
2714,GRMZM2G344993,,(M=181) PTHR11926:SF15 - UDP-GLUCOSYLTRANSFERASE,AT4G15550.1,IAGLU,indole-3-acetate beta-D-glucosyltransferase,"GO:0016758,GO:0008152"
2715,GRMZM2G054277,nactf63,(M=139) PF02365 - No apical meristem (NAM) protein,AT2G33480.1,"ANAC041,NAC041",NAC domain containing protein 41,"GO:0006355,GO:0003677"
2716,GRMZM2G139029,,,AT1G29950.1,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,"GO:0046983,GO:0009536,GO:0003677"
2717,GRMZM2G060210,,(M=110) PF02458 - Transferase family,AT3G62160.1,,HXXXD-type acyl-transferase family protein,GO:0016747
2718,GRMZM2G139082,,(M=224) PF00847 - AP2 domain,AT5G57390.1,"AIL5,CHO1,EMK",AINTEGUMENTA-like 5,"GO:0040019,GO:0003700,GO:0005634,GO:0006355,GO:0048364,GO:0009845,GO:0060772,GO:0060774"
2719,GRMZM2G139174,mybr57,(M=348) PF00249 - Myb-like DNA-binding domain,AT1G75250.1,"ATRL6,RL6,RSM3",RAD-like 6,"GO:0003682,GO:0003677"
2720,GRMZM2G130278,,,AT1G75760.1,,ER lumen protein retaining receptor family protein,"GO:0046923,GO:0016021,GO:0006621"
2721,GRMZM2G139284,myb70,"(M=110) KOG0048 - Transcription factor, Myb superfamily",AT5G62470.2,"ATMYB96,MYB96,MYBCOV1",myb domain protein 96,"GO:0003682,GO:0003677"
2722,GRMZM2G139324,,,AT5G67390.2,,,
2723,GRMZM2G139412,,(M=64) PTHR11132 - SOLUTE CARRIER FAMILY 35,AT2G30460.2,,Nucleotide/sugar transporter family protein,
2724,GRMZM5G831009,,,AT3G52820.1,"ATPAP22,PAP22",purple acid phosphatase 22,"GO:0016787,GO:0046872,GO:0003993"
2725,GRMZM2G305167,,,AT5G02120.1,OHP,one helix protein,
2726,GRMZM2G415579,,(M=19) PTHR11732:SF34 - ALDO-KETO REDUCTASE,AT1G59960.1,,NAD(P)-linked oxidoreductase superfamily protein,"GO:0055114,GO:0016491"
2727,GRMZM2G139840,,,,,,
2728,GRMZM2G139994,,,AT1G78110.1,,,
2729,GRMZM2G140101,phys1,,,,,
2730,GRMZM2G137954,sweet4c,(M=23) PTHR10791 - RAG1-ACTIVATING PROTEIN 1,AT4G10850.1,,Nodulin MtN3 family protein,"GO:0016021,GO:0008643,GO:0005886,GO:0009507"
2731,AF546187.1_FG007,az19D2,(M=35) PF01559 - Zein seed storage protein,,,,GO:0045735
2732,GRMZM2G012236,,(M=11) K05350 - beta-glucosidase,AT1G61820.1,BGLU46,beta glucosidase 46,"GO:0009809,GO:0047782,GO:0005975"
2733,AC202439.3_FG006,,(M=1) PTHR11819 - SODIUM/SOLUTE SYMPORTER,AT5G45380.1,"ATDUR3,DUR3",solute:sodium symporters;urea transmembrane transporters,"GO:0005215,GO:0016021,GO:0016020,GO:0071918,GO:0015204,GO:0055085"
2734,GRMZM2G140455,,(M=8) PTHR11604 - PROFILIN,AT2G19770.1,PRF5,profilin 5,"GO:0005737,GO:0005856,GO:0009524,GO:0005634,GO:0030036,GO:0003779,GO:0048046"
2735,GRMZM2G140600,,(M=574) PF01535 - PPR repeat,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,
2736,GRMZM2G095725,,,AT3G52600.1,"AtcwINV2,CWINV2",cell wall invertase 2,"GO:0005975,GO:0080167,GO:0005618,GO:0005982,GO:0009611,GO:0005986,GO:0005773,GO:0004564,GO:0008152,GO:0004575,GO:0031219,GO:0051670,GO:0071836"
2737,GRMZM2G046024,,,AT1G71960.1,"ABCG25,ATABCG25",ATP-binding casette family G25,"GO:0009737,GO:0016021,GO:0006200,GO:0000166,GO:0016887,GO:0005886,GO:0080168,GO:0005524"
2738,GRMZM2G371375,,(M=3) PTHR23241:SF11 - LATE EMBRYOGENESIS ABUNDANT (LEA),AT5G44310.2,,Late embryogenesis abundant protein (LEA) family protein,
2739,GRMZM2G140739,,,AT1G23530.1,,,
2740,GRMZM2G175576,,,AT4G30110.1,"ATHMA2,HMA2",heavy metal atpase 2,"GO:0032025,GO:0019829,GO:0015086,GO:0055069,GO:0046686,GO:0016021,GO:0000166,GO:0070574,GO:0030001,GO:0071577,GO:0005385,GO:0010043,GO:0046872,GO:0009506"
2741,GRMZM2G090693,,(M=34) PTHR23213 - FORMIN-RELATED,AT5G67470.1,"ATFH6,FH6",formin homolog 6,"GO:0003779,GO:0030036,GO:0016043"
2742,GRMZM2G140949,,(M=1) PF00262//PF03004 - Calreticulin family // Plant transposase (Ptta/En/Spm family),AT1G56340.2,"AtCRT1a,CRT1,CRT1a",calreticulin 1a,"GO:0006457,GO:0005509,GO:0051082,GO:0005783"
2743,GRMZM2G135447,hb8,(M=9) PTHR11850//PTHR11850:SF46 - HOMEOBOX PROTEIN TRANSCRIPTION FACTORS ,AT4G08150.1,"BP,BP1,KNAT1",KNOTTED-like from Arabidopsis thaliana,"GO:0003700,GO:0006355,GO:0005634,GO:0043565"
2744,GRMZM2G160840,myb118,(M=184) PTHR10641 - MYB-LIKE DNA-BINDING PROTEIN MYB,AT5G49620.1,"AtMYB78,MYB78",myb domain protein 78,"GO:0003682,GO:0003677"
2745,GRMZM2G093090,tip4d,(M=5) PTHR19139//PTHR19139:SF51 - AQUAPORIN TRANSPORTER // SUBFAMILY NOT NAMED,AT2G25810.1,TIP4;1,tonoplast intrinsic protein 4;1,"GO:0006810,GO:0005773,GO:0005215,GO:0016021,GO:0016020,GO:0009705,GO:0042807"
2746,GRMZM2G368410,,,AT1G06750.2,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,"GO:0016310,GO:0016020,GO:0016301,GO:0005524"
2747,GRMZM2G020156,,(M=20) PTHR13690:SF174 - KELCH-RELATED,AT5G47800.1,,Phototropic-responsive NPH3 family protein,
2748,GRMZM2G410033,,(M=2) PF03222 - Tryptophan/tyrosine permease family,AT2G33260.1,,Tryptophan/tyrosine permease,
2749,GRMZM2G075517,,,,,,
2750,GRMZM2G509747,,(M=1) K02696 - photosystem I subunit VIII,ATCG00510.1,,photsystem I subunit I,"GO:0009579,GO:0009535,GO:0009522,GO:0016023,GO:0016021,GO:0016020,GO:0032940,GO:0015979,GO:0009507"
2751,GRMZM2G107228,,(M=128) 1.11.1.7 - Peroxidase.,AT5G05340.1,,Peroxidase superfamily protein,"GO:0020037,GO:0006979,GO:0046872,GO:0004601,GO:0055114,GO:0016491"
2752,GRMZM2G141320,,(M=3) 2.4.1.46 - Monogalactosyldiacylglycerol synthase.,AT2G11810.1,"ATMGD3,MGD3,MGDC",monogalactosyldiacylglycerol synthase type C,"GO:0006631,GO:0005975,GO:0009247,GO:0009707,GO:0030246,GO:0016036,GO:0046509,GO:0016758,GO:0019374,GO:0030259"
2753,GRMZM2G075132,,,AT1G50660.1,,,GO:0005886
2754,GRMZM2G047065,,,AT3G11600.1,,,GO:0080167
2755,GRMZM2G111975,,(M=4) PTHR13713 - SIALYLTRANSFERASE,AT1G08280.1,,Glycosyltransferase family 29 (sialyltransferase) family protein,"GO:0030173,GO:0006486,GO:0008373"
2756,GRMZM2G141480,,(M=131) PF00270 - DEAD/DEAH box helicase,AT1G63090.1,"AtPP2-A11,PP2-A11",phloem protein 2-A11,"GO:0008026,GO:0003676,GO:0005515,GO:0005524"
2757,GRMZM2G141526,,,,,,
2758,GRMZM2G301738,,(M=26) PF00069//PF00954//PF01453//PF08276 - Protein kinase domain // S-locus glycoprotein family // D-mannose binding lectin // PAN-like domain,AT2G19130.1,,S-locus lectin protein kinase family protein,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524,GO:0048544"
2759,GRMZM2G141605,,(M=9) PTHR11432 - NADH DEHYDROGENASE SUBUNIT 1,AT2G07785.1,,NADH dehydrogenase family protein,"GO:0016021,GO:0016020,GO:0055114,GO:0016491"
2760,GRMZM2G092877,,,,,,
2761,GRMZM2G141624,,(M=2) PTHR22814//PTHR22814:SF26 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,AT5G66110.1,,Heavy metal transport/detoxification superfamily protein ,"GO:0010286,GO:0046872,GO:0030001,GO:0009506,GO:0005886"
2762,GRMZM2G141638,ereb53,(M=224) PF00847 - AP2 domain,AT1G51190.1,PLT2,Integrase-type DNA-binding superfamily protein,"GO:0003700,GO:0006355"
2763,GRMZM2G141667,,(M=17) PTHR22773:SF41 - NADH DEHYDROGENASE SUBUNIT 2,AT2G07689.1,,NADH-Ubiquinone/plastoquinone (complex I) protein,"GO:0008137,GO:0016020,GO:0042773,GO:0055114,GO:0016491"
